都道府県,市区町村,店舗名・施設名,分類,説明・狙い目,公式サイト,Googleマップ,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL
奈良県,生駒市,生駒山上遊園地,遊園地・レジャー施設,"公式にも『レトロな映画館』等の表現。山上遊園地。
狙い目：山上への移動と園内の遊び場の関係を見る。映画館を含む施設の演出も観察対象。",https://www.ikomasanjou.com/,https://www.google.com/maps/search/?api=1&query=%E7%94%9F%E9%A7%92%E5%B1%B1%E4%B8%8A%E9%81%8A%E5%9C%92%E5%9C%B0%20%E5%A5%88%E8%89%AF%E7%9C%8C%E7%94%9F%E9%A7%92%E5%B8%82%E8%8F%9C%E7%95%91%E7%94%BA2312-1,,,,,,
石川県,能美市,手取フィッシュランド,遊園地・レジャー施設,"遊園地＋ゲームセンターの複合感。
狙い目：遊園地とゲームセンターの屋内外の切り替わりに注目。異なる遊びの用途が連なる構成を見る。",http://www.tedori.co.jp/,https://www.google.com/maps/search/?api=1&query=%E6%89%8B%E5%8F%96%E3%83%95%E3%82%A3%E3%83%83%E3%82%B7%E3%83%A5%E3%83%A9%E3%83%B3%E3%83%89%20%E7%9F%B3%E5%B7%9D%E7%9C%8C%E8%83%BD%E7%BE%8E%E5%B8%82%E7%B2%9F%E7%94%9F%E7%94%BA%E3%83%8458,,,,,,
福岡県,太宰府市,だざいふ遊園地,遊園地・レジャー施設,"小規模遊園地。児童遊具中心。
狙い目：児童向け遊具の小さなスケールと、その間を歩く経路の関係を見たい。",https://www.dazaifuyuuenchi.com/,https://www.google.com/maps/search/?api=1&query=%E3%81%A0%E3%81%96%E3%81%84%E3%81%B5%E9%81%8A%E5%9C%92%E5%9C%B0%20%E7%A6%8F%E5%B2%A1%E7%9C%8C%E5%A4%AA%E5%AE%B0%E5%BA%9C%E5%B8%82%E5%AE%B0%E5%BA%9C4-7-8,,,,,,
大分県,別府市,城島高原パーク,遊園地・レジャー施設,"高原型遊園地。地方レジャー施設系。
狙い目：高原の開けた景観と人工的な遊具の配置を対比して見る。",https://www.kijimakogen-park.jp/,https://www.google.com/maps/search/?api=1&query=%E5%9F%8E%E5%B3%B6%E9%AB%98%E5%8E%9F%E3%83%91%E3%83%BC%E3%82%AF%20%E5%A4%A7%E5%88%86%E7%9C%8C%E5%88%A5%E5%BA%9C%E5%B8%82%E5%9F%8E%E5%B3%B6%E9%AB%98%E5%8E%9F123,,,,,,
香川県,丸亀市,NEWレオマワールド,遊園地・レジャー施設,"1990年代地方テーマパークの空気が残る 開業年：1991年。
狙い目：テーマパークとしての演出と各区画間の移動を観察する。開業年代と現存設備の年代は分けて読む。",https://www.newreomaworld.com/,https://www.google.com/maps/search/?api=1&query=NEW%E3%83%AC%E3%82%AA%E3%83%9E%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%20%E9%A6%99%E5%B7%9D%E7%9C%8C%E4%B8%B8%E4%BA%80%E5%B8%82%E7%B6%BE%E6%AD%8C%E7%94%BA%E6%A0%97%E7%86%8A%E8%A5%BF40-1,,,,,,
愛知県,犬山市,日本モンキーパーク,遊園地・レジャー施設,"老舗遊園地。場所によって旧来型遊具の雰囲気。
狙い目：園内を巡って遊具ごとの見え方を比べる。旧来型の雰囲気は現地の具体的な意匠から読み取りたい。",http://www.japan-monkeypark.jp/,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E6%9C%AC%E3%83%A2%E3%83%B3%E3%82%AD%E3%83%BC%E3%83%91%E3%83%BC%E3%82%AF%20%E6%84%9B%E7%9F%A5%E7%9C%8C%E7%8A%AC%E5%B1%B1%E5%B8%82%E7%8A%AC%E5%B1%B1%E5%AE%98%E6%9E%9726,,,,,,
青森県,八戸市,ファンタジードーム八戸店,遊園地・レジャー施設,"地方SC併設の大型ゲームセンター・屋内遊技場。
狙い目：SC内の買い物空間から遊技場へ移る境目に注目。屋内の大きさと遊具・筐体の密度を見る。",http://www.j-ce.co.jp/service/amusement.php,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B8%E3%83%BC%E3%83%89%E3%83%BC%E3%83%A0%E5%85%AB%E6%88%B8%E5%BA%97%20%E9%9D%92%E6%A3%AE%E7%9C%8C%E5%85%AB%E6%88%B8%E5%B8%82%E6%B1%9F%E9%99%BD2-14-1%20%E3%83%A9%E3%83%94%E3%82%A2%E5%85%AB%E6%88%B8%E5%BA%97%E5%88%A5%E6%A3%9F,,,,,,
東京都,台東区,浅草花やしき,遊園地・レジャー施設,1853年に始まり、日本最古の遊園地として営業を続ける浅草の小規模施設。狭い敷地にローラーコースター、縁日、飲食、古い遊具が密集する。入口から園内の高低差、古い看板、遊具と浅草の街の近さを見たい。,https://www.hanayashiki.net/,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA%E6%B5%85%E8%8D%892-28-1,GO TOKYO 浅草花やしき紹介,https://www.gotokyo.org/jp/spot/245/index.html,,,,
茨城県,日立市,かみね遊園地,遊園地・レジャー施設,かみね公園内で回転ボート、コーヒーカップ、観覧車などを営業する市営系の小規模遊園地。動物園・レジャーランド・展望公園と一体の昭和的な複合レジャー空間で、遊具の配置、券売所、園内の見晴らしを観察したい。,https://kaminepark.or.jp/facility-02.html,https://www.google.com/maps/search/?api=1&query=%E8%8C%A8%E5%9F%8E%E7%9C%8C%E6%97%A5%E7%AB%8B%E5%B8%82%E5%AE%AE%E7%94%B0%E7%94%BA5-2-22,,,,,,
大阪府,枚方市,ひらかたパーク,遊園地・レジャー施設,1912年開園以来の営業を引き継ぐ都市近郊遊園地。園内の古い遊具と季節イベント、狭い園路、観覧車や木立の中の乗り物が混在し、長期営業施設の更新と残存を観察できる。,https://www.hirakatapark.co.jp/,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E9%98%AA%E5%BA%9C%E6%9E%9A%E6%96%B9%E5%B8%82%E6%9E%9A%E6%96%B9%E5%85%AC%E5%9C%92%E7%94%BA1-1,ひらかたパーク公式営業カレンダー,https://www.hirakatapark.co.jp/information/calendar/,,,,
東京都,稲城市,よみうりランド,遊園地・レジャー施設,1964年開園の多摩丘陵遊園地。ゴンドラで丘陵へ上がる動線、屋外遊具、ステージ、プール、後年追加されたグッジョバ!!が重なり、長期営業の遊園地が更新される過程を観察できる。,https://www.yomiuriland.com/,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E7%A8%B2%E5%9F%8E%E5%B8%82%E7%9F%A2%E9%87%8E%E5%8F%A34015-1,,,,,,
岡山県,倉敷市,ブラジリアンパーク 鷲羽山ハイランド,遊園地・レジャー施設,瀬戸大橋を望む高台で営業する1970年代開園の遊園地。ブラジル文化を前面に出した看板・音楽・サンバ、急傾斜の園路と絶叫遊具が組み合わさり、観光地型レジャー施設の人工景観を観察できる。,https://www.w-highland.co.jp/,https://www.google.com/maps/search/?api=1&query=%E5%B2%A1%E5%B1%B1%E7%9C%8C%E5%80%89%E6%95%B7%E5%B8%82%E4%B8%8B%E6%B4%A5%E4%BA%95%E5%90%B9%E4%B8%8A303-1,鷲羽山ハイランド公式開園時間,https://www.w-highland.co.jp/sp/opentime/,,,,
